"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000258667.1",36.9347289620619,1.90084027797318,0.509618179374545,3.7299302789906,0.000191532762786772,0.0176113163149761
"ENSG00000242330.3",8.19917307301419,5.34023456409584,1.4329034631366,3.72686276604158,0.000193877951301578,0.0177819373517003
"ENSG00000224959.1",7.05716673761776,1.97827115540849,0.53132583942852,3.72327300613925,0.000196656672392547,0.0179913610612023
"ENSG00000171804.8",46.3907046634285,2.63410434429291,0.707784709260013,3.72161804264868,0.000197950291760128,0.0180161187675332
"ENSG00000233966.1",24.6825094534175,-1.51615504679748,0.407506296690353,-3.72056839148559,0.000198774901567216,0.0180161187675332
"ENSG00000215867.4",8.06719648226005,2.45322574566302,0.659391042158145,3.72044142066864,0.000198874868836896,0.0180161187675332
"ENSG00000225423.1",7.42619577382069,2.21885756715216,0.596436834297003,3.72018869318733,0.000199073988040466,0.0180161187675332
"ENSG00000214514.6",5.37311330857256,-1.61356843710726,0.433841943264488,-3.71925412505255,0.000199811944811758,0.0180161187675332
"ENSG00000158125.8",1947.61052860278,1.84797707309443,0.496889039359388,3.71909405664678,0.000199938596061105,0.0180161187675332
"ENSG00000261369.1",9.38125991066594,3.68194808890336,0.990351668394923,3.71781883789902,0.000200950287225827,0.0180161187675332
"ENSG00000124466.8",619.15767666493,-1.78589534353276,0.480449628754259,-3.71713336143759,0.000201496093477368,0.0180161187675332
"ENSG00000258373.1",2.80119788399531,1.97280393526007,0.530852236824619,3.71629579459008,0.000202164891263879,0.0180161187675332
"ENSG00000251234.1",4.6697674777962,3.57568960790053,0.962184681888708,3.71621963559187,0.000202225807604864,0.0180161187675332
"ENSG00000264083.1",3.83339893202561,1.51057020376753,0.406501919020679,3.71602231892708,0.000202383713027355,0.0180161187675332
"ENSG00000009694.12",633.176628973602,-2.20378900699378,0.593290128392685,-3.71452161687602,0.000203588466865863,0.0180263505868483
"ENSG00000259926.1",4.36882998271627,2.92117771875076,0.786489514239801,3.71419792109281,0.000203849209506456,0.0180263505868483
"ENSG00000199568.1",13.1537354005388,3.85595992971575,1.03821558050198,3.71402626018326,0.000203987612643025,0.0180263505868483
"ENSG00000258891.1",16.4658450686114,2.0626063133936,0.555529457049665,3.71286578455766,0.000204925574407726,0.0180555072207044
"ENSG00000184357.4",215.720261042484,3.45502619298641,0.930798114423834,3.71189642463455,0.00020571216954223,0.0180555072207044
"ENSG00000252192.1",3.41036050498078,2.38980127784716,0.643842827360664,3.71177743432165,0.000205808920412214,0.0180555072207044
"ENSG00000251493.3",55.9666182999536,-2.22734149808693,0.600724015033756,-3.70776170478513,0.000209099278518232,0.0182614164419018
"ENSG00000253167.1",10.6723702179662,1.46433676912213,0.394946249997581,3.70768622092525,0.000209161598012972,0.0182614164419018
"ENSG00000213090.2",12.1998237658868,1.65911316726658,0.447713426634176,3.70574807134885,0.000210767721672293,0.0183449070671559
"ENSG00000224715.1",9.96785035502029,2.17299061201369,0.58659931211442,3.70438656700954,0.000211902903921272,0.0183449070671559
"ENSG00000281021.1",8.73767746588088,1.5541854391243,0.419561713503098,3.70430711169461,0.000211969328421241,0.0183449070671559
"ENSG00000230399.1",6.55027117171714,3.68708687833423,0.995405560292898,3.70410516618905,0.000212138242516671,0.0183449070671559
"ENSG00000258216.4",1.6963399843922,-2.99315126792638,0.808343590181378,-3.70282056328889,0.000213215691127476,0.0183942848022564
"ENSG00000254431.1",8.34436052589189,1.83296411695656,0.495212346270053,3.70136998958623,0.000214438523099852,0.0184559411350394
"ENSG00000238033.1",2.77961388345544,2.87132706010834,0.775998687834731,3.70016999399858,0.000215455092171081,0.0184995956209306
"ENSG00000252652.1",2.88272893543266,2.58356974960374,0.69878289243636,3.69724241616151,0.000217954190662237,0.018637470631306
"ENSG00000259950.1",5.05731203884621,3.24668741151275,0.878456123379187,3.69590162229572,0.000219107810177232,0.018637470631306
"ENSG00000259367.1",26.2788196109744,2.00637428665738,0.542949056596566,3.69532695983337,0.0002196040029236,0.018637470631306
"ENSG00000274719.1",6.68120213356442,2.63857441152809,0.71412427256142,3.69483927785293,0.000220025919639186,0.018637470631306
"ENSG00000225254.2",1.42866885086845,3.03098937219808,0.820384846467211,3.69459453724713,0.000220237942974808,0.018637470631306
"ENSG00000279880.1",29.1269171823913,1.50059495917055,0.406282635115848,3.69347550072543,0.000221209830974331,0.018637470631306
"ENSG00000219747.1",27.9838862274715,-1.22441060665829,0.331554741428807,-3.69293650086798,0.00022167939004348,0.018637470631306
"ENSG00000261770.1",96.5654717852676,1.80637775067374,0.489152332227482,3.69287363396169,0.000221734218530941,0.018637470631306
"ENSG00000100814.16",1463.08462424232,-0.565421791360856,0.153125500742076,-3.69253839903029,0.000222026803962334,0.018637470631306
"ENSG00000251533.2",16.7363518604177,-2.27751930932598,0.616821254189334,-3.69234894851223,0.000222192312317057,0.018637470631306
"ENSG00000241738.1",6.69101553032175,2.96540188700147,0.803376078695528,3.69117523615653,0.00022322027889755,0.0186805542155737
"ENSG00000148426.11",911.937544949665,-0.717495594237226,0.194412272220361,-3.69058797596874,0.000223736290145923,0.0186806943864366
"ENSG00000235681.1",17.8840756656709,1.33807661445339,0.362809431615341,3.68809765638079,0.000225936940711585,0.018821169006066
"ENSG00000227155.6",37.0628102165679,1.28406520393474,0.348260887383171,3.68707842440533,0.000226843463665412,0.018853443021345
"ENSG00000261040.5",313.170009170058,-1.50413147529372,0.408568095487145,-3.68147070686054,0.000231892435603483,0.0191883576518856
"ENSG00000143340.6",15.4272425866874,1.62341246031634,0.440973372575559,3.68142967643285,0.000231929763468551,0.0191883576518856
"ENSG00000263834.1",14.5083222279725,1.6310955007228,0.443464496992665,3.67807459623939,0.000235001237504973,0.0193399501044645
"ENSG00000266239.2",10.8151348623132,1.61961282292923,0.440348004205008,3.67802921203931,0.000235043045811955,0.0193399501044645
"ENSG00000266998.1",18.7279245982656,1.5727636607264,0.42765583593643,3.67763871918771,0.00023540305959968,0.0193399501044645
"ENSG00000232750.2",3.53071595185156,1.87543734684785,0.510030355485015,3.67710926747564,0.000235892012562715,0.0193399501044645
"ENSG00000266717.1",9.28656111137164,1.81407397950249,0.493620003050824,3.67504146568328,0.000237810788043795,0.0194533509498888
"ENSG00000231296.1",6.11084144426646,2.1659151798159,0.589610803888578,3.67346589569143,0.000239282626501174,0.0195144793348496
"ENSG00000278588.1",14.832019789897,3.56814124747568,0.971484998972011,3.67287323144603,0.000239838480034243,0.0195144793348496
"ENSG00000225216.5",7.9585617352002,2.11544119795999,0.576018904912302,3.67252043278347,0.000240169941153022,0.0195144793348496
"ENSG00000196372.11",1195.17551939408,-0.509676544919856,0.138975946303781,-3.66737236532843,0.000245055803511132,0.0198661167536527
"ENSG00000212124.2",11.3515032364665,1.70475439827871,0.46493943502136,3.66661605763854,0.000245781396502775,0.0198661167536527
"ENSG00000270035.1",5.3058644437853,1.84656285175537,0.503666034849885,3.66624454298518,0.000246138561099772,0.0198661167536527
"ENSG00000261329.4",5.14701792799888,2.26126558920579,0.617347084490968,3.66287562703939,0.000249399647888093,0.0200642652669513
"ENSG00000227436.1",3.50040070910797,2.69409674514881,0.735575695252752,3.66256900892177,0.000249698455414702,0.0200642652669513
"ENSG00000249302.2",5.51743693348659,3.00973726861281,0.822199748572519,3.6605913269108,0.000251633841323428,0.0201378659860714
"ENSG00000280069.1",32.7666001892463,1.92886196297982,0.526939445448238,3.66050023326504,0.000251723324825892,0.0201378659860714
"ENSG00000264573.2",3.98053140612419,2.16899580173275,0.592723252648842,3.65937356437367,0.00025283254910756,0.0201821498540364
"ENSG00000264785.1",6.76412230198239,-3.6977149828887,1.01079596318343,-3.65822096404401,0.00025397204555008,0.0202286506455677
"ENSG00000230611.1",2.19438304969066,1.91714468392615,0.524173920704806,3.65745911461668,0.00025472787539901,0.0202444560929804
"ENSG00000260536.1",8.75003795606859,1.70348692987223,0.466160822895897,3.65429020673549,0.000257894437043479,0.0204513667105222
"ENSG00000206075.12",1078.31909232651,-2.78090391250898,0.761336106720936,-3.65266258615567,0.000259535164280836,0.0204996013129478
"ENSG00000200888.1",1.85158041135457,2.64447131605977,0.724088619951484,3.65213765717925,0.000260066404183898,0.0204996013129478
"ENSG00000213608.5",3.3742034081795,2.43442507771431,0.666598721392514,3.65200982178429,0.000260195930761809,0.0204996013129478
"ENSG00000280219.1",206.441302889482,1.43200802557027,0.392323038568896,3.6500737524717,0.000262165022867705,0.0206100295033659
"ENSG00000200488.1",6.82283259654735,5.19518018779849,1.42392119520348,3.64850260344365,0.000263773230532218,0.0206680609714773
"ENSG00000239602.1",2.76749605383636,2.49019226635726,0.682573292768474,3.64824157748276,0.000264041307565128,0.0206680609714773
"ENSG00000270110.1",13.9953932407981,2.0541610536223,0.563308238979738,3.64660218239092,0.000265730835981434,0.0207555784147219
"ENSG00000234111.5",6.32072404966291,2.78313259530282,0.763359958768622,3.64589806333607,0.000266459593937446,0.0207678378794164
"ENSG00000249816.5",56.9928477302751,1.45925690437047,0.400313163288045,3.64528833472425,0.000267092171720256,0.0207725646185861
"ENSG00000275910.1",22.3960623107572,1.64992107140102,0.452705457680833,3.64457959012336,0.000267829245227358,0.0207853807407214
"ENSG00000245928.2",2.99039872573995,2.82932983176427,0.776701156381211,3.64275218147817,0.00026973850194502,0.0208889176772775
"ENSG00000261476.1",5.45275301938019,1.6441385376636,0.451572171327854,3.64092085840674,0.000271664641398365,0.0209767746489883
"ENSG00000236977.1",17.7897964479842,2.25952128022001,0.620734474939354,3.64007699176167,0.000272556531175553,0.0209767746489883
"ENSG00000176349.10",6.57580773378399,2.64650807148655,0.727155286451427,3.63953631472819,0.00027312941901735,0.0209767746489883
"ENSG00000230370.1",3.99109890138124,2.17969351289138,0.598972857066649,3.63905223279399,0.000273643297497887,0.0209767746489883
"ENSG00000277548.1",14.2513279383137,1.29013558916154,0.354535933444164,3.63894169098299,0.000273760770474131,0.0209767746489883
"ENSG00000254330.1",8.80446993848495,4.94806546169995,1.36001596986386,3.63824070550824,0.000274506809855622,0.0209896575451709
"ENSG00000259314.1",6.57024347318261,1.60536739208677,0.441360631962353,3.63731442233322,0.000275495550002549,0.0210210049917912
"ENSG00000258648.1",6.62523669773357,2.80228463335861,0.770713945132171,3.63595942574783,0.000276947924406672,0.0210875233007344
"ENSG00000230612.2",10.8962813977761,1.32869199608882,0.365556564925178,3.63470971000281,0.000278293809868717,0.0211456719130373
"ENSG00000187527.9",71.6349939623633,1.96283915745497,0.540199567831078,3.63354447937795,0.000279554228326809,0.0211594084052772
"ENSG00000258859.1",2.34607768346615,3.65912201009424,1.00735853719308,3.63239291175321,0.000280805121700456,0.0211594084052772
"ENSG00000078795.15",15.8181637522466,1.34479789287575,0.370244243712191,3.6321912243452,0.000281024744192433,0.0211594084052772
"ENSG00000238604.1",2.05710442137385,3.14354689935648,0.865515006936752,3.63199583388183,0.000281237663270082,0.0211594084052772
"ENSG00000273444.1",2.01955484320013,2.54225746295976,0.700040934425753,3.63158400879112,0.000281686928631342,0.0211594084052772
"ENSG00000277948.1",4.7062771249892,2.08454012222228,0.57404398099317,3.63132476124173,0.000281970089982218,0.0211594084052772
"ENSG00000239254.1",4.66325386006051,1.67615926367195,0.46177305473894,3.62983341377412,0.000283604191057042,0.0212381530292613
"ENSG00000119125.15",51.0072208367783,-2.10893968161727,0.58151090823539,-3.62665541050107,0.000287116042539133,0.0214569026029245
"ENSG00000274641.1",53.7914778310178,2.57077451944534,0.709119377214883,3.62530569893921,0.000288619832058571,0.0215249944566064
"ENSG00000275956.1",10.3020691922743,1.72489414907777,0.475974174659811,3.62392381962864,0.000290167103791148,0.0215960434624887
"ENSG00000265908.1",8.35724404583768,2.12465176059112,0.587036179004889,3.61928589170213,0.000295417122389403,0.0219037862269935
"ENSG00000137975.7",60.7785789320067,-1.99515708805503,0.551269253506204,-3.6192061780434,0.000295508129163734,0.0219037862269935
"ENSG00000271771.1",7.72765182817539,3.27221760728904,0.904595026801085,3.61732876076112,0.000297659129503878,0.0220182883575985
"ENSG00000186474.14",318.162813962199,2.87747287245881,0.795727523097527,3.61615350598617,0.00029901309997079,0.0220734873799575
"ENSG00000251562.6",46501.5464921509,1.91588947395568,0.530133243017239,3.6139772391021,0.000301535544429062,0.0222145455855244
"ENSG00000204970.8",31.9935552376722,-1.83413671243342,0.507759680076761,-3.61221417217716,0.000303593658496148,0.0222986256938582
"ENSG00000214671.4",3.40731473650783,3.57564103764915,0.990088171820708,3.61143698048001,0.000304505083458064,0.0222986256938582
"ENSG00000235740.1",6.74348211801763,2.87779033065658,0.796857198327988,3.61142540557446,0.000304518676876478,0.0222986256938582
"ENSG00000255774.1",1.80539320944125,-3.21660149905615,0.891626794293839,-3.60756486866646,0.000309084277571893,0.022557354639298
"ENSG00000163508.11",118.089647563698,1.05361132495274,0.292076240419349,3.60731610157683,0.000309380665038226,0.022557354639298
"ENSG00000234040.3",11.420335762154,2.03255461430463,0.563738528661656,3.60549175010269,0.000311562389322843,0.022557354639298
"ENSG00000212743.2",32.4004296082929,1.25395181343415,0.347856922868503,3.60479188711781,0.00031240316507912,0.022557354639298
"ENSG00000279044.1",3.88235360672601,1.9874508945174,0.551445113614834,3.60407744206718,0.000313263649614722,0.022557354639298
"ENSG00000274441.1",4.06662678826877,3.77912498586392,1.04864202620946,3.60382751349799,0.000313565189525154,0.022557354639298
"ENSG00000146054.16",123.077004165649,-1.50188642963698,0.41684892224757,-3.60295145190516,0.000314624308650152,0.022557354639298
"ENSG00000231373.1",8.6861229479619,2.03421947410745,0.564660032756867,3.60255615077922,0.00031510330565593,0.022557354639298
"ENSG00000226658.1",6.44473234678682,3.41689477364091,0.948490017852186,3.60245728402953,0.000315223211833991,0.022557354639298
"ENSG00000233367.1",4.31549102218328,3.52020604915168,0.977197348469968,3.60234916177719,0.000315354392039843,0.022557354639298
"ENSG00000224072.1",11.4433096419741,1.54162879172284,0.42795176959094,3.60234236955351,0.000315362634466519,0.022557354639298
"ENSG00000227417.3",9.41508371053221,2.64639547051571,0.734655753628306,3.60222520200207,0.00031550485013115,0.022557354639298
"ENSG00000276517.1",56.2609296929129,1.15942079280615,0.322091084905824,3.59966744545304,0.000318624405561525,0.0226999271637169
"ENSG00000241956.8",2.43838155271046,3.1278081553679,0.86894040372126,3.59956579527547,0.000318748977243822,0.0226999271637169
"ENSG00000166535.18",61.7857603478309,-2.23200844476581,0.620202704107741,-3.59883700922734,0.000319643436207877,0.0227190794580628
"ENSG00000188803.13",56.9646019929821,-1.99545531597025,0.554649015935719,-3.59769017637907,0.000321055734310266,0.0227748911526345
"ENSG00000227081.5",380.281942914035,-1.16353300573969,0.323566795250911,-3.59595923567321,0.000323198412324007,0.0228782692986882
"ENSG00000279658.1",2.26136937493691,3.65689554033513,1.01707651092424,3.59549699659471,0.000323772863973726,0.0228782692986882
"ENSG00000276476.2",40.9503167606551,-1.84445973107122,0.513262222469321,-3.59360118536966,0.000326138911758553,0.0229339791518394
"ENSG00000279847.2",1.89741260948574,3.73867221796621,1.04061341441808,3.59275804651902,0.000327196372786767,0.0229339791518394
"ENSG00000171316.10",1678.98562684458,0.749716864525783,0.208691349861769,3.59246736878348,0.000327561682729046,0.0229339791518394
"ENSG00000205420.9",3483.58289449105,-3.03767129778165,0.845756284947517,-3.59166269508733,0.000328574950191524,0.0229339791518394
"ENSG00000272843.1",9.61029510497652,1.77595445530877,0.494492771126149,3.59146697183104,0.000328821853469459,0.0229339791518394
"ENSG00000266918.1",4.53574097747494,2.40201444314934,0.668820899299752,3.5914165446448,0.00032888549507397,0.0229339791518394
"ENSG00000256314.1",5.44292354950899,4.48688937482881,1.24936336476256,3.59134059904305,0.000328981363934701,0.0229339791518394
"ENSG00000261872.1",5.96105680041824,3.02860026679454,0.843626004639051,3.58997974237451,0.00033070366119831,0.0230098792619207
"ENSG00000259659.1",12.9409197119919,1.33941276081487,0.373334505077343,3.58770149182268,0.000333605909911034,0.023167431449271
"ENSG00000235869.1",2.66266388275386,2.70050153415592,0.753044846701106,3.58610983925608,0.000335647628458946,0.0232217971719673
"ENSG00000203327.2",11.0271080821216,1.70267264718217,0.474798613725264,3.58609439446973,0.000335667497667478,0.0232217971719673
"ENSG00000184845.3",64.3058729060544,-2.0116455777345,0.5610454393084,-3.58553057701397,0.000336393584078415,0.0232277851211559
"ENSG00000163915.6",9.32750834347047,2.5070647954131,0.69952861775391,3.5839345693432,0.000338456904785625,0.023283758658481
"ENSG00000263400.5",36.8195703026399,-1.25301140303137,0.349621155555215,-3.58391185179149,0.000338486359352367,0.023283758658481
"ENSG00000243404.2",4.50210419886553,1.81196830567646,0.505694110966093,3.58313111895811,0.000339500081486955,0.0233093439690098
"ENSG00000248863.2",9.02805411779548,1.88096025001212,0.525456538337877,3.57966856014765,0.000344030277847422,0.02354332082533
"ENSG00000187904.3",4.91954170279669,2.43180955344732,0.679440683052463,3.57913444706041,0.000344734091832252,0.02354332082533
"ENSG00000229190.1",7.96687753452496,2.22779075698295,0.622592213887147,3.57825026926335,0.00034590215586456,0.02354332082533
"ENSG00000259202.1",3.93969015550981,3.91243052668045,1.09343661719596,3.57810454227664,0.000346095026962667,0.02354332082533
"ENSG00000262810.1",3.34136348832793,1.9936779595309,0.557241923575996,3.57776017055007,0.00034655120614934,0.02354332082533
"ENSG00000211873.1",1.41845343344828,3.24928736958125,0.908237489477575,3.5775745961007,0.0003467972643599,0.02354332082533
"ENSG00000270528.1",2.937820905213,2.63769542451088,0.737679631472623,3.5756652508424,0.000349338425366163,0.0236715888233191
"ENSG00000167483.16",84.2575186326261,1.48228658609483,0.414713133636734,3.57424558295574,0.000351239149165847,0.0237560631242152
"ENSG00000115602.15",1137.83563727645,-2.09642280088845,0.586683324921445,-3.57334649177076,0.000352447896357201,0.0237935085421813
"ENSG00000257802.1",13.3267668621935,2.07194913124267,0.580186781450023,3.57117603759324,0.000355381927832223,0.0238956929784494
"ENSG00000233377.1",7.7580383025096,-2.48306333466076,0.695314185838023,-3.57113860932963,0.000355432723330961,0.0238956929784494
"ENSG00000206552.4",1.50389235719671,3.45339324323492,0.967128835806088,3.57076856296665,0.00035593529464045,0.0238956929784494
"ENSG00000205449.10",3.06925768003457,3.52545792130357,0.987909121721361,3.56860549597994,0.000358886343306633,0.0240493579130939
"ENSG00000040933.14",1926.52232859034,0.45794733555336,0.128345173279413,3.56809160681398,0.000359590792333504,0.0240521870673165
"ENSG00000242602.1",5.58204617592509,2.65671874286385,0.745161366336366,3.56529318733442,0.000363449665478528,0.0242656100187135
"ENSG00000252756.1",1.38333849804839,3.40615357612636,0.955807635883128,3.56363921803074,0.000365748572134913,0.0243742901650276
"ENSG00000236908.2",17.5246920140568,1.85108001150505,0.51959248491172,3.56256117102917,0.000367254296467932,0.0244298096112001
"ENSG00000262372.1",19.3377287965145,1.26838723709101,0.356460824170127,3.55827948286863,0.000373292000154301,0.0247860428621649
"ENSG00000256975.1",2.83799998673059,2.22492812796324,0.625424418173875,3.55746923738542,0.000374444935601009,0.0248172263887384
"ENSG00000278771.1",579.2038442473,2.55761321993365,0.719208270514131,3.55615101325979,0.000376327812942372,0.024896586823437
"ENSG00000274461.1",11.1177660171442,1.60967989479861,0.452722718586736,3.55555360646259,0.000377184026268966,0.0249078615165252
"ENSG00000228590.1",2.33157861623713,2.08414625160185,0.586600868882987,3.55292049868679,0.000380979584840733,0.0251128466813347
"ENSG00000231794.4",15.5092387162465,1.43699562296647,0.404574140038284,3.55187215581919,0.000382500656798424,0.0251674345197803
"ENSG00000225051.5",14.2740635877964,1.0637916112739,0.299606782110842,3.55062593636595,0.000384316217442976,0.0251812042835383
"ENSG00000232646.1",2.52629278402696,2.56168898808182,0.721497253387385,3.5505180041294,0.000384473837410178,0.0251812042835383
"ENSG00000254551.1",2.74180930193494,1.42508224550961,0.401397503536219,3.55030171576794,0.00038478987823138,0.0251812042835383
"ENSG00000248967.1",3.77612847242225,3.54523025398624,0.999773002290784,3.5460351958525,0.000391073971157409,0.0255464148065415
"ENSG00000140459.16",69.3247294290462,-1.60564367572913,0.452948143961108,-3.54487306579403,0.00039280219924897,0.0256132421485145
"ENSG00000245293.2",12.917118816461,1.86444451834451,0.526059445426241,3.54417078631455,0.000393850030430465,0.025635543199345
"ENSG00000261560.1",40.5423386187978,1.38182391017403,0.390006431026563,3.54307980649661,0.000395483000665798,0.0256722493825939
"ENSG00000021826.13",4438.94217552508,-2.65658887594007,0.749845125639276,-3.54285009677861,0.000395827633652329,0.0256722493825939
"ENSG00000231707.4",10.3773757092193,1.53652919610878,0.433795226844977,3.54206109477983,0.000397013509931063,0.0257032632454478
"ENSG00000125816.4",5.92786023130481,3.81380333170668,1.07715938336802,3.54061190070296,0.000399200312437051,0.0257789998116754
"ENSG00000128510.9",36.0519453116831,-2.11726061021616,0.598037778391248,-3.54034592247952,0.000399602888049925,0.0257789998116754
"ENSG00000236051.5",16.0962404157638,1.50092799232007,0.424037764407126,3.53960924781927,0.000400719874750042,0.0258052231399318
"ENSG00000229664.1",5.1124473137817,1.55343639715621,0.43910092390355,3.53776617763944,0.000403527230286897,0.025922331336851
"ENSG00000225893.1",6.56864236820416,2.07901288899854,0.587710262396896,3.5374793023344,0.000403965846273614,0.025922331336851
"ENSG00000256712.1",5.8554691148085,2.85243273759896,0.806717675036972,3.53585005741722,0.000406465327839429,0.026036720823859
"ENSG00000280375.1",6.96923762580452,2.22790219498014,0.630228665709702,3.53506959647939,0.000407667771098774,0.0260398535937142
"ENSG00000199875.1",2.11163600369537,2.40537696175005,0.680467673463251,3.53488792422401,0.000407948146883903,0.0260398535937142
"ENSG00000269895.1",2.53252850676352,3.33917013821281,0.945083058341312,3.53320283200642,0.000410557356142203,0.0261604266229558
"ENSG00000281551.1",1.78706625765702,3.00329507442523,0.851091833105859,3.52875560263034,0.000417518526048894,0.0265573955623395
"ENSG00000225008.1",3.55013831196422,2.14043281971437,0.606847547846621,3.52713433103524,0.00042008357640915,0.0266738382782873
"ENSG00000204683.9",8.25593393457414,3.02953819164302,0.859469105222583,3.52489481382631,0.000423650977139712,0.0268534092316132
"ENSG00000243402.1",5.66661205838802,3.25722241279492,0.924240321071956,3.52421587603657,0.000424738054941046,0.0268754114206599
"ENSG00000180090.4",1.0278870399705,2.69152191608878,0.764170000407161,3.52215071862897,0.000428060703192552,0.0270385473738322
"ENSG00000234851.4",194.565817223512,-1.20983592316416,0.343588049907835,-3.52118161120181,0.000429628260064284,0.0270904486207201
"ENSG00000258044.1",8.07060182366094,2.73427750916646,0.776736221824958,3.52021372550673,0.000431199188889558,0.0271055862148877
"ENSG00000265763.3",26.1840962263183,-1.77904834658566,0.505395056497721,-3.52011426252184,0.000431360925996837,0.0271055862148877
"ENSG00000228097.1",2.35353854108249,3.28267481835378,0.932802564830921,3.51915286483887,0.000432927180371061,0.0271570210554006
"ENSG00000189410.10",29.9500667965102,-1.8576058628802,0.528174531187722,-3.51703036248822,0.000436403859300576,0.0272506426808221
"ENSG00000267274.1",11.7699068536906,1.09405747554408,0.311134830833996,3.51634522117457,0.000437531680321804,0.0272506426808221
"ENSG00000260303.1",3.81632865138982,2.43622101378459,0.692847365936482,3.51624489542757,0.000437697056182112,0.0272506426808221
"ENSG00000250509.1",29.4362782304869,-1.85844287598558,0.528533788159959,-3.51622340447822,0.000437732489214876,0.0272506426808221
"ENSG00000253574.4",1.29883358406217,2.84433517181416,0.808978827470573,3.51595749508985,0.000438171126806171,0.0272506426808221
"ENSG00000267593.1",3.61588121796215,2.01045527995895,0.571993943455589,3.51481917415625,0.000440053514986501,0.0272587589038634
"ENSG00000196139.10",6098.3302651575,-1.85899620309612,0.529019878923691,-3.51403846463826,0.00044134889890969,0.0272587589038634
"ENSG00000271428.1",9.08417820884189,1.94554086690739,0.553802220344893,3.51306079216468,0.000442976111239219,0.0272587589038634
"ENSG00000261668.1",5.56356947587064,1.79963459200044,0.512315212004763,3.51274869422326,0.000443496736835544,0.0272587589038634
"ENSG00000234418.1",3.71514435693217,1.83578438125898,0.522658868522554,3.51239497083127,0.000444087490296878,0.0272587589038634
"ENSG00000236467.6",11.2587288050251,2.18898243347216,0.623270413547698,3.51209103768029,0.000444595675669945,0.0272587589038634
"ENSG00000162877.11",29.2428243715869,1.40982828552735,0.40148383133111,3.51154436494514,0.000445511095340794,0.0272587589038634
"ENSG00000258024.1",1.66946125873323,2.1812455791565,0.621194085507198,3.51137531738658,0.000445794526400724,0.0272587589038634
"ENSG00000226312.6",160.376749723775,1.80944966244485,0.515361201437321,3.51103198571869,0.000446370686390622,0.0272587589038634
"ENSG00000170558.7",192.702014928482,1.39809860179616,0.398332218728088,3.509880788103,0.00044830763787018,0.0272587589038634
"ENSG00000225498.1",10.0705195541911,2.4810124228309,0.707004887963779,3.50918708635294,0.000449478612898346,0.0272587589038634
"ENSG00000224505.2",15.2998676169582,1.66438330785342,0.474421155827208,3.50824006773344,0.00045108179800439,0.0272587589038634
"ENSG00000188822.7",52.5877125978039,1.45885686527856,0.415860884602039,3.50804059553382,0.00045142015939532,0.0272587589038634
"ENSG00000235563.1",10.2839613931348,1.67544504200462,0.477602210415758,3.50803452217302,0.000451430465251497,0.0272587589038634
"ENSG00000138823.11",47.0392073226795,1.63086838421467,0.464968058284276,3.50748477267998,0.000452364242487007,0.0272587589038634
"ENSG00000253911.1",2.85512441583561,3.08194358889531,0.878681716361275,3.50746297721774,0.000452401300300823,0.0272587589038634
"ENSG00000004848.6",168.851393296743,-2.02172952259453,0.576433146815915,-3.50730962256786,0.000452662122206626,0.0272587589038634
"ENSG00000279516.1",7.58119466699773,4.52686124758189,1.29072684641439,3.50721863433568,0.000452816939129847,0.0272587589038634
"ENSG00000199347.1",8.66102522842479,3.24686753604246,0.925768574625251,3.50721295260728,0.000452826608257536,0.0272587589038634
"ENSG00000238121.4",93.6171725333237,1.05741622451334,0.301528281071425,3.50685587685509,0.000453434664111968,0.0272587589038634
"ENSG00000223390.1",3.26174618301574,2.39134792595739,0.681978136642856,3.50648766796129,0.000454062476234508,0.0272587589038634
"ENSG00000228852.5",14.2463423850263,1.25953241808632,0.359504982688826,3.50351866799166,0.00045915447100152,0.0275109342953168
"ENSG00000168958.18",2739.13539216318,-0.463821107320663,0.132400882574256,-3.50315721695083,0.000459778004329771,0.0275109342953168
"ENSG00000230536.1",5.73890734084143,2.60332097067063,0.743356719602072,3.50211533981185,0.000461579753607983,0.0275733168602664
"ENSG00000106853.15",2179.35250250207,-0.917378718427085,0.261993465302515,-3.50153282398787,0.000462589984799346,0.0275882894054388
"ENSG00000261002.4",12.6837520948267,1.4693528881713,0.419809094043309,3.50005016332428,0.000465170612426526,0.027679569276565
"ENSG00000231519.1",7.92568956351573,1.42037582028669,0.405930198015613,3.49906419189848,0.000466894162668193,0.027679569276565
"ENSG00000119608.11",17.4375533528899,1.13994825040496,0.325807045680308,3.49884468589275,0.000467278685227594,0.027679569276565
"ENSG00000278513.1",3.46357613485725,4.654868537566,1.33053562868603,3.49849221411901,0.000467896750498075,0.027679569276565
"ENSG00000229990.3",6.13078950961622,2.33437874289531,0.667504374920527,3.49717369743567,0.000470215561202632,0.027679569276565
"ENSG00000135931.16",1758.27555282499,1.03031791560116,0.294616996062937,3.49714350960614,0.00047026877637897,0.027679569276565
"ENSG00000265394.1",4.55214733063103,2.61076587465856,0.746569936977839,3.49701447292012,0.000470496305890331,0.027679569276565
"ENSG00000215244.2",42.2045932575276,1.3549985130765,0.38750094351683,3.49676184212348,0.00047094206544171,0.027679569276565
"ENSG00000246366.5",43.6974470112157,1.23383674760677,0.352853376016208,3.49674066190626,0.000470979455201464,0.027679569276565
"ENSG00000257298.1",26.2063486661599,1.45655553480506,0.416635086921711,3.4959982500916,0.000472291797184292,0.0277118547233174
